Domain,Accessible,url,Status Code,Redirect to another domain,HTML Size,GDPR blocking
www.polygon.com,Yes,https://www.polygon.com/,200,No,343051,No
www.popmatters.com,Yes,https://www.popmatters.com/,200,No,227352,No
www.postandcourier.com,Yes,https://www.postandcourier.com/,200,No,438411,No
www.post-gazette.com,Yes,https://www.post-gazette.com/,200,No,196937,No
www.propublica.org,Yes,https://www.propublica.org/,200,No,162609,No
www.providencejournal.com,Yes,https://eu.providencejournal.com/,200,Yes,177263,No
www.radaronline.com,Yes,https://radaronline.com/,200,Yes,173933,No
www.redstate.com,Yes,https://redstate.com/,200,Yes,93510,No
www.refinery29.com,Yes,https://www.refinery29.com/fr-fr,200,No,169491,No
www.reuters.com,Yes,https://www.reuters.com/,200,No,293709,No
www.rollcall.com,Yes,https://www.rollcall.com/,200,No,231766,No
www.rollingstone.com,Yes,https://www.rollingstone.com/,200,No,423600,No
www.rttnews.com,Yes,https://www.rttnews.com/default.aspx,200,No,129649,No
www.rutlandherald.com,Yes,https://www.rutlandherald.com/,451,No,6730,Yes
www.sacbee.com,No,http://www.sacbee.com/,,,,
www.salon.com,Yes,https://www.salon.com/,200,No,222864,No
www.saturdayeveningpost.com,Yes,https://www.saturdayeveningpost.com/,200,No,131681,No
www.sbnation.com,Yes,https://www.sbnation.com/,200,No,555938,No
www.schwartzreport.net,Yes,https://www.schwartzreport.net/,200,No,255613,No
www.scientificamerican.com,Yes,https://www.scientificamerican.com/,200,No,117126,No
www.sentinelsource.com,Yes,https://www.sentinelsource.com/,451,No,5187,Yes
www.sfgate.com,Yes,https://www.sfgate.com/,200,No,354171,No
www.slate.com,Yes,https://slate.com/gdpr?redirect_uri=%2F%3Fvia%3Dgdpr-consent&redirect_host=http%3A%2F%2Fwww.slate.com,200,No,448043,No
www.staradvertiser.com,Yes,https://www.staradvertiser.com/,200,No,371378,No
www.startribune.com/,Yes,https://www.startribune.com//,200,No,301546,No
www.stltoday.com,Yes,https://www.stltoday.com/,451,No,6942,Yes
www.stripes.com,Yes,https://www.stripes.com:443/,200,No,145275,No
www.sun-sentinel.com,Yes,https://www.tribpub.com/gdpr/sun-sentinel.com/,200,Yes,7128,Yes
www.syracuse.com,Yes,https://www.syracuse.com/,200,No,441799,No
www.talkingpointsmemo.com,Yes,https://www.talkingpointsmemo.com/,200,No,576083,No
www.tampabay.com,Yes,https://www.tampabay.com/,200,No,997700,No
www.techradar.com,Yes,https://global.techradar.com/fr-fr,200,Yes,681995,No
www.theatlantic.com,Yes,https://www.theatlantic.com/world/,200,No,454765,No
www.theblaze.com,Yes,https://www.theblaze.com/,200,No,792432,No
www.thedailybeast.com,Yes,https://www.thedailybeast.com/,200,No,214969,No
www.theguardian.com/us,Yes,https://www.theguardian.com/us,200,No,1109152,No
www.thenation.com,Yes,https://www.thenation.com/,200,No,101854,No
www.theonion.com,Yes,https://www.theonion.com/,200,No,438071,No
www.thestreet.com,Yes,https://www.thestreet.com/,200,No,463482,No
www.thewrap.com,Yes,https://www.thewrap.com/,200,No,166220,No
www.time.com/time,Yes,https://time.com/,200,Yes,194001,No
www.tnr.com,Yes,https://newrepublic.com/,200,Yes,229400,No
www.truth-out.org,Yes,https://truthout.org/,200,Yes,166581,No
www.twincities.com,Yes,https://www.twincities.com/,200,No,251253,No
www.upi.com,Yes,https://www.upi.com/,200,No,333406,No
www.uproxx.com,Yes,https://uproxx.com/,200,Yes,231634,No
www.upworthy.com,Yes,https://www.upworthy.com/,200,No,384053,No
www.usatoday.com,Yes,https://eu.usatoday.com/,200,Yes,193970,No
www.usmagazine.com,Yes,https://www.usmagazine.com/,200,No,477315,No
www.usnews.com,No,http://www.usnews.com/,,,,
www.vanityfair.com,Yes,https://www.vanityfair.fr/?international,200,Yes,1146420,No
www.variety.com,Yes,https://variety.com/,200,Yes,683109,No
www.vice.com,Yes,https://www.vice.com/fr,200,No,189671,No
www.vox.com,Yes,https://www.vox.com/,200,No,275073,No
www.weeklystandard.com,Yes,https://www.weeklystandard.com/,200,No,76495,No
www.wired.com,Yes,https://www.wired.com/,200,No,819982,No
www.wsj.com,Yes,https://www.wsj.com/,200,No,4182854,No
www.x17online.com,Yes,https://www.x17online.com/,200,No,40094,No
www.yardbarker.com,Yes,https://www.yardbarker.com/,200,No,189839,No
yaleglobal.yale.edu,Yes,https://world.yale.edu/yale-global-url-landing-page,200,Yes,27483,No
